barangay_clean,barangay_alt_name,barangay_psgc,city/municipality,city/mun_psgc,province,province_psgc,region_number,region_name,region_psgc,island_group,country,country_psgc,area_sqkm,helper,category,ai_guess,barangay_raw,groundtruth,Checked?,match category-ai guess,match ai-groundtruth,Notes
Barangay 74,,PH1307605074,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03358216288,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 74,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 75,,PH1307605075,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.09597662369,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 75,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 76,,PH1307605076,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,4.262367361,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 76,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 77,,PH1307605077,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04369883215,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 77,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 78,,PH1307605078,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04676425551,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 78,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 79,,PH1307605079,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04342301945,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 79,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 80,,PH1307605080,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02389697183,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 80,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 81,,PH1307605081,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0173519671,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 81,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 82,,PH1307605082,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.007692725192,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 82,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 83,,PH1307605083,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0274234209,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 83,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 84,,PH1307605084,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01324625992,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 84,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 85,,PH1307605085,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03431989106,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 85,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 86,,PH1307605086,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02282337459,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 86,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 87,,PH1307605087,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01407466298,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 87,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 88,,PH1307605088,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03379679511,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 88,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 89,,PH1307605089,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01132077282,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 89,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 90,,PH1307605090,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0217641603,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 90,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 91,,PH1307605091,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0185910884,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 91,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 92,,PH1307605092,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02474416228,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 92,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 93,,PH1307605093,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03728358732,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 93,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 94,,PH1307605094,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02855981306,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 94,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 95,,PH1307605095,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02240576485,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 95,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 96,,PH1307605096,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02110665619,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 96,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 97,,PH1307605097,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.07307000475,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 97,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 98,,PH1307605098,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04630113048,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 98,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 99,,PH1307605099,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02002144614,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 99,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 100,,PH1307605100,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0354751981,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 100,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 101,,PH1307605101,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01411708341,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 101,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 102,,PH1307605102,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.009759141174,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 102,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 103,,PH1307605103,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02148912259,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 103,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 104,,PH1307605104,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01981247387,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 104,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 105,,PH1307605105,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.009484800808,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 105,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 106,,PH1307605106,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01184148063,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 106,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 107,,PH1307605107,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02561483962,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 107,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 108,,PH1307605108,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03042950535,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 108,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 109,,PH1307605109,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.009539791715,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 109,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 110,,PH1307605110,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01881278674,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 110,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 111,,PH1307605111,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01624377638,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 111,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 112,,PH1307605112,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01452488029,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 112,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 113,,PH1307605113,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02958920543,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 113,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 114,,PH1307605114,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02406871864,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 114,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 115,,PH1307605115,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04104059503,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 115,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 116,,PH1307605116,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01162500078,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 116,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 117,,PH1307605117,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.008095008005,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 117,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
