barangay_clean,barangay_alt_name,barangay_psgc,city/municipality,city/mun_psgc,province,province_psgc,region_number,region_name,region_psgc,island_group,country,country_psgc,area_sqkm,helper,category,ai_guess,barangay_raw,groundtruth,Checked?,match category-ai guess,match ai-groundtruth,Notes,factchecked_category
Barangay 696,,PH1303901696,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.08343659647,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 696,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 697,,PH1303901697,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.08562625752,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 697,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 698,,PH1303901698,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.08457586002,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 698,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 699,,PH1303901699,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.1954621063,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 699,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 700,,PH1303901700,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03950249472,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 700,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 701,,PH1303901701,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.1913685427,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 701,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 702,,PH1303901702,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04344694979,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 702,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 703,,PH1303901703,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.05856706293,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 703,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 704,,PH1303901704,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03584165925,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 704,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 705,,PH1303901705,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02287150165,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 705,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 706,,PH1303901706,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04012514633,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 706,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 707,,PH1303901707,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.004393103077,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 707,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 708,,PH1303901708,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02016155444,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 708,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 709,,PH1303901709,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0438469069,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 709,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 710,,PH1303901710,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.010383342,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 710,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 711,,PH1303901711,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.008757700223,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 711,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 712,,PH1303901712,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01312553355,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 712,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 713,,PH1303901713,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.005248759796,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 713,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 714,,PH1303901714,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01546187568,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 714,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 715,,PH1303901715,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.005366628915,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 715,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 716,,PH1303901716,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.004888769035,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 716,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 717,,PH1303901717,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.002740033262,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 717,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 718,,PH1303901718,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.008377385573,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 718,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 719,,PH1303901719,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.4976946796,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 719,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 720,,PH1303901720,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.05317471723,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 720,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 721,,PH1303901721,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.1336305325,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 721,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 722,,PH1303901722,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02605217957,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 722,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 723,,PH1303901723,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02234289985,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 723,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 724,,PH1303901724,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.08318879452,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 724,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 725,,PH1303901725,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.05288537259,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 725,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 726,,PH1303901726,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04322382377,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 726,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 727,,PH1303901727,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.05787774512,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 727,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 728,,PH1303901728,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.07133959068,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 728,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
